id,name,disruption_mean,confidence
mn0000005794,Pansy Division,3.586083033535491e-6,0.5059
mn0000005859,Richard Maxfield,-0.005170590433308226,0.7469
mn0000005882,T. Rex,-0.001544950950672924,0.6502
mn0000005953,Alice Cooper,-0.009065381115412996,0.9992
mn0000005964,Sharkboy,0.2454713768326914,0.7455
mn0000005980,Paolo Conte,9.881797028540318e-4,0.7482
mn0000005988,Eugene List,0.2513139102534322,0.7468
mn0000006143,Alice Coltrane,0.013453585228003172,0.9634
mn0000006232,Robert Miles,0.39620828405857583,0.8709
mn0000006257,Space Needle,0.2448631965466976,0.745
mn0000006310,Semisonic,0.0015794201745321969,0.8733
mn0000006320,Toto,0.0013986365093482296,0.8545
mn0000006334,Tony Bennett,-0.026845930570634006,1
mn0000006513,Pagan Altar,0.4008063346176382,0.8723
mn0000006534,Spacek,0.3641973850509998,0.9678
mn0000006563,Stan Levey,-0.01616997886540856,0.7528
mn0000006613,Ali Farka Touré,0.0372037925836648,0.9997
mn0000006740,Page McConnell,0.20018062184011004,0.7534
mn0000006761,Semi-Twang,0.24582901223959577,0.7473
mn0000006794,Space Cake,0.2477804973562541,0.7509
mn0000006808,Tony Chin,0.2469352519517223,0.7484
mn0000006855,Pablo Milanés,0.6308009543119251,0.9852
mn0000006861,Spaceshits,0.250811554627022,0.7492
mn0000007031,Alison Krauss & Union Station,0.6240358950786842,0.9821
mn0000007040,Tony Iommi,0.020573696620373588,0.9875
mn0000007230,Brian May,8.407499447403871e-4,0.7025
mn0000007276,Stephen Layton,0.250663365591264,0.7532
mn0000007305,Tony Levin,-0.02971696387418423,0.6593
mn0000007318,Stan Freeman,0.2497251318292955,0.7518
mn0000007391,Alka Yagnik,0.24912067505523253,0.7545
mn0000007448,The Delfonics,0.019672145110147116,0.9597
mn0000007480,Sense Field,0.6266507129814999,0.9839
mn0000007505,Sharks Keep Moving,0.25237048688047886,0.753
mn0000007689,TLC,-0.0017083604341163693,0.555
mn0000007729,The Trashmen,0.02037336134558696,0.9516
mn0000007731,Papa Roach,0.0012004924843147323,0.7492
mn0000007764,Papa Harvey Hull,0.2513019482328772,0.7475
mn0000007869,Annea Lockwood,-2.5929432338089278e-5,0.5001
mn0000007920,Alice in Chains,-0.01621017050274339,1
mn0000008107,John Miller,0.2573128968280457,0.7596
mn0000008125,Sharon Jones & the Dap-Kings,0.004818613695460854,0.9386
mn0000008245,Spanky & Our Gang,0.5049504519212561,0.9367
mn0000008476,Alio Die,0.4965151508301698,0.9348
mn0000008496,Tony Conrad,0.014625730263000524,0.8321
mn0000008549,Sparklehorse,0.002133537403909202,0.9044
mn0000008570,Senses Fail,0.004460965578157149,0.7508
mn0000008591,Sparta,-8.672211445267143e-6,0.5094
mn0000008655,Tony Humphries,0.6324040664558561,0.9997
mn0000008686,Pailhead,0.25098419886957013,0.753
mn0000008792,Alvin Batiste,0.24827755742260835,0.7492
mn0000008828,Spice Girls,-0.008123453617253527,0.7069
mn0000008864,Pankow,0.013295461865172989,0.7526
mn0000008940,Stanford Prison Experiment,0.25010489196502084,0.7474
mn0000008979,Spiders & Snakes,0.25165575758827585,0.7534
mn0000009009,Tony Kinman,0.244525010167139,0.7455
mn0000009076,Paleface,0.39724276907560613,0.8762
mn0000009084,Sparks,0.005463829640940335,0.9816
mn0000009148,Paola Turci,0.25007211347817043,0.7521
mn0000009218,Tracey Thorn,0.10234429388221797,0.9673
mn0000009267,T.Raumschmiere,0.006723146698859616,0.753
mn0000009367,Sir Lord Baltimore,-0.0011802913033128477,0.7512
mn0000009441,Static-X,0.038791832539281715,0.9348
mn0000009575,Papa Cairo,0.1262351829783083,0.7487
mn0000009680,Charles Mingus,0.03883947242519812,0.9974
mn0000009703,Shaun Ryder,0.251228976859275,0.7462
mn0000009733,Stanley Clark,0.2507289602320853,0.7507
mn0000009743,Sesame Street,0.2513622897678182,0.7533
mn0000009786,Toyah Willcox,0.3985509726355942,0.8751
mn0000009927,Tony McPhee,0.25613367437685425,0.7573
mn0000010004,Alcide Pavageau,0.2505551257350795,0.7529
mn0000010159,Touré Kunda,0.2448777225239399,0.7452
mn0000010162,Harry Miller,0.02045130650691753,0.7582
mn0000010193,Alvino Rey,0.6236560349928472,0.9837
mn0000010194,Stanley Holloway,0.253273408108974,0.7519
mn0000010286,Patrick Adams,0.2863466916943622,0.9789
mn0000010299,Papa Wemba,0.003230623780163303,0.7524
mn0000010332,Steady B,0.011876423283295764,0.6879
mn0000010343,Spalding Gray,0.251010399250687,0.7501
mn0000010412,Spin Doctors,-1.7039517492131915e-6,0.5018
mn0000010414,Ernesto Lecuona,0.40165577903491906,0.8758
mn0000010458,Alison Moyet,0.011622979547260347,0.9672
mn0000010503,The Sensational Alex Harvey Band,-1.4392711738574793e-5,0.508
mn0000010538,Spandau Ballet,-0.0014153603023975949,0.7175
mn0000010635,Tru,-0.015122033674973985,0.9434
mn0000010680,Shawn J. Period,0.24790956032287914,0.7487
mn0000010756,Patricia Barber,0.006541685417863723,0.7527
mn0000010786,Palani Vaughan,0.25104730454857377,0.7515
mn0000010802,Towa Tei,0.4029260237984071,0.8768
mn0000010827,Septeto Nacional de Ignacio Piñeiro,0.49805048596431806,0.9357
mn0000010895,Tower Recordings,-0.0037424262649012083,0.8766
mn0000010982,All,0.001942740551184777,0.8508
mn0000011009,"Sharon, Lois & Bram",0.24713039152398203,0.7434
mn0000011028,Frank Loesser,-0.0116060462676783,0.6901
mn0000011041,Patrick Street,0.4988067164683627,0.9386
mn0000011046,Tracy Bonham,-0.007645459580262995,0.8705
mn0000011052,Tracy Byrd,-1.356690509988509e-4,0.5013
mn0000011156,American Football,0.6282463194062567,0.9845
mn0000011242,Sheb Wooley,0.25381948204836136,0.7559
mn0000011308,Tar,0.015801151196455206,0.755
mn0000011475,Sir Mix-A-Lot,1.5882694267644844e-4,0.5082
mn0000011506,Palace,0.24446239852980262,0.7437
mn0000011558,Toys That Kill,0.2505099087065869,0.7498
mn0000011576,Pal Joey,0.2460116795354761,0.7486
mn0000011620,Alvin Lee,0.25001436510548114,0.7491
mn0000011621,The Palace Brothers,0.49498325558827927,0.935
mn0000011649,The American Analog Set,0.0019235079343882596,0.8741
mn0000011651,Alvin Stoller,0.2545344470048069,0.7581
mn0000011707,Steely Dan,0.006293022370960015,0.9906
mn0000011719,Domenico Modugno,0.40538909249798216,0.879
mn0000011754,Sheena Easton,-0.0033600596864137747,0.6934
mn0000011810,American Music Club,-0.0023685703054284442,0.8734
mn0000011815,Sir Lord Comic,0.3996740364722469,0.8799
mn0000011819,Roland Hanna,0.028771424382261084,0.7471
mn0000011827,Stanley Crouch,0.24634819818588632,0.7484
mn0000011892,Trans Am,0.002360965217323236,0.9395
mn0000011904,Victor Uwaifo,0.24549884836816882,0.7467
mn0000011910,Stanley Jordan,0.006029437655982482,0.9354
mn0000011946,Shattered Faith,0.2531899301141749,0.7488
mn0000011970,Patrick Cowley,0.7680445400646606,0.9996
mn0000011977,Starflyer 59,0.007204827877513579,0.9373
mn0000012128,All-4-One,-0.009391511891789897,0.7473
mn0000012139,Papa Charlie Jackson,0.5012141298359875,0.9388
mn0000012140,Tony Martin,1.294457067788946e-4,0.4981
mn0000012180,Trace Adkins,-0.006930327221271352,0.8696
mn0000012235,Nathan Milstein,0.5749532108008886,0.9674
mn0000012340,Shawnna,-0.0627125217796327,0.751
mn0000012472,Traffic,-0.0024518956860722315,0.8772
mn0000012491,Taylor Dayne,0.0046860368148756056,0.6866
mn0000012526,Transglobal Underground,0.4022168514060263,0.8716
mn0000012643,Aly Bain,0.2490592285487217,0.7436
mn0000012644,Stanley Turrentine,0.014222675919592939,0.8902
mn0000012654,Spinal Tap,-0.0054842110211370315,0.9208
mn0000012768,Tarnation,0.03761798845103852,0.9692
mn0000012802,Wynona Carr,0.4992145768018831,0.9327
mn0000012809,The Sisters of Mercy,-0.0025292870852741023,0.8685
mn0000012846,Papas Fritas,4.8432545314138685e-4,0.6546
mn0000012877,Stealers Wheel,-0.0012750286655788335,0.7515
mn0000012972,TV on the Radio,0.0012171843988211112,0.8771
mn0000013017,Marc Minkowski,0.24705841346207885,0.7472
mn0000013038,Stanton Moore,0.022515351523971484,0.751
mn0000013113,Shawn Lane,0.24882013271894307,0.7489
mn0000013184,Sister George,0.2514577706814031,0.7531
mn0000013254,Patrick Sky,0.394088328214674,0.872
mn0000013377,Stan Rogers,0.4006399034455819,0.8735
mn0000013384,Tanya Tucker,-0.010624383206729999,0.9253
mn0000013387,Shawn Colvin,0.002975059364480619,0.7942
mn0000013393,Tower of Power,-0.00469602763903881,0.8576
mn0000013508,Travis,-0.0012390671593660394,0.8643
mn0000013511,Sister Rosetta Tharpe,-0.0028601070387122645,0.5892
mn0000013583,Shawn Mullins,5.000601214787917e-4,0.7542
mn0000013647,Amadou & Mariam,-0.0017694198665916933,0.5045
mn0000013735,Spirogyra,0.2524419873475528,0.75
mn0000013740,Almendra,0.25101262912430683,0.7494
mn0000013807,Robert Mealy,0.25396510735989347,0.7538
mn0000013808,Spiral Jetty,0.24688513815519048,0.7455
mn0000013930,Sexteto Habanero,0.49674154418979777,0.9367
mn0000013954,Tab Smith,-0.027267788127883,0.8743
mn0000013985,Severed Heads,0.001174945983923643,0.6369
mn0000014007,Tapper Zukie,0.40633020853265367,0.8778
mn0000014044,Toy Dolls,0.25211054078127565,0.7521
mn0000014057,Teddy Bunn,0.24637437004971371,0.7478
mn0000014058,Teddy Edwards,0.4998597924923835,0.9345
mn0000014146,Severinho Araujo,0.4006832031141392,0.8765
mn0000014201,Spirit of the West,-0.002119779960935471,0.87
mn0000014263,Paquito D'Rivera,4.126971247567108e-5,0.5037
mn0000014264,Tony Oxley,-2.1778422764132665e-5,0.5029
mn0000014318,Paul Barbarin,0.3997973777491663,0.8732
mn0000014329,Tramaine Hawkins,0.42621925266335037,0.9348
mn0000014391,Treble Charger,0.24978764644184226,0.7519
mn0000014474,Trees,0.1251429318978531,0.7479
mn0000014515,Patrulla 81,-0.028970012043541802,0.7551
mn0000014548,Tracy Nelson,0.022187028325330538,0.8728
mn0000014651,Patsy Cline,0.017584812061763756,0.834
mn0000014658,Trébol Clan,0.40047067061338015,0.8758
mn0000014724,Paul Brady,0.4995577810515216,0.9343
mn0000014757,Trans-Siberian Orchestra,7.307380180163742e-4,0.7478
mn0000014800,Starkweather,0.40675150953373795,0.8814
mn0000014801,The Starlight Mints,-0.0015380971553776489,0.7473
mn0000014822,Sister Hazel,0.00493265373552914,0.8732
mn0000014931,Tasmin Archer,0.004798157463192678,0.7423
mn0000014942,Tragedy,0.24370365274457195,0.7465
mn0000014981,Alvin Lucier,0.010959151630324269,0.7612
mn0000015101,Sheer Terror,0.24959795972480225,0.7531
mn0000015122,Patsy Montana,0.02228544660704949,0.8277
mn0000015158,Sisqó,1.231963251154567e-4,0.5009
mn0000015264,The Traveling Wilburys,-2.7519050327288237e-5,0.5134
mn0000015288,Patti Smith Group,0.003918734801867386,0.873
mn0000015304,Stefan Wolpe,0.12540697971116446,0.753
mn0000015318,Travis Tritt,-0.003030036166688622,0.6822
mn0000015412,Taraf de Haïdouks,0.03283120992322378,0.9657
mn0000015631,Alyrio Lima,0.24611456853200764,0.7482
mn0000015694,Teenage Fanclub,0.005362129788149783,0.9912
mn0000015750,Roscoe Mitchell,-0.0023626067359194215,0.7857
mn0000015761,Sex Gang Children,-0.0015438229318319343,0.872
mn0000015762,Tabu Ley Rochereau,0.39224713330829875,0.8702
mn0000015903,Tackhead,0.24179200873021045,0.74
mn0000016132,Sevendust,-0.004661008864761937,0.889
mn0000016142,Sippie Wallace,0.13016102496007767,0.8084
mn0000016147,Tav Falco,0.4982473535078138,0.9363
mn0000016186,Amel Larrieux,0.015741066302515108,0.9384
mn0000016281,Tracy Chapman,0.003979432704235949,0.8994
mn0000016290,Sister Souljah,0.2564223216250279,0.753
mn0000016361,Patty Duke,0.49792971031268535,0.9363
mn0000016438,Television Personalities,0.0010300007707234422,0.6374
mn0000016448,Amália Rodrigues,0.5848127863995025,0.9896
mn0000016464,Sexteto Bolona,0.2452187473235445,0.748
mn0000016574,Alpha,-0.003377331058116561,0.7515
mn0000016595,Tadao Sawaï,0.2568639221008559,0.7575
mn0000016697,Paul Burlison,0.4038789174228121,0.8764
mn0000016757,Tadd Mullinix,-0.005887214848574913,0.7419
mn0000016759,Tadd Dameron,0.7488381919721853,0.999
mn0000016792,Skip Bifferty,0.24403765290669874,0.7429
mn0000016835,The Paul Butterfield Blues Band,0.004522186193266254,0.6862
mn0000016913,The Tren Brothers,0.25012042788716937,0.7498
mn0000016925,Paul Gonsalves,-0.03642443151584278,0.8808
mn0000016926,Ten City,0.24994103656846164,0.7463
mn0000016944,Alpha Blondy,-0.002819418172679939,0.7473
mn0000016963,Paul Buskirk,0.395689639807669,0.8746
mn0000017021,Tenacious D,-9.748050332175922e-4,0.6839
mn0000017060,Trentemøller,0.2449683813927675,0.7482
mn0000017087,Ulf Lundell,-8.094201750984732e-4,0.7479
mn0000017107,Paavo Järvi,0.04471772431887289,0.76
mn0000017137,Skip James,0.13839177953457354,1
mn0000017141,Trouble Funk,0.0029502403932110174,0.687
mn0000017263,Sixtoo,0.24196694617648332,0.7422
mn0000017301,Amiri Baraka,0.4976751467640212,0.9347
mn0000017387,Sixpence None the Richer,0.007376697894099869,0.9826
mn0000017558,Gustav Mahler,0.2175713387361631,0.998
mn0000017580,Trent Reznor,0.3175093775068882,0.9956
mn0000017715,Paul Clayton,0.3976064868807896,0.8742
mn0000017748,Patti LaBelle,1.2731551135509582e-4,0.5077
mn0000017751,Trevor Horn,0.4011201285164884,0.8754
mn0000017768,Tater Tate,-0.024639672127527507,0.7467
mn0000017809,Ska-P,0.2508731864068696,0.7509
mn0000017815,Ernestine Washington,-0.015683841416324087,0.7452
mn0000017844,Trevor Watts,0.25057648094979196,0.7534
mn0000017877,Terence Trent D'Arby,-0.0014768513639248089,0.9371
mn0000017882,Teresa Brewer,0.24811560930494542,0.7503
mn0000017893,Tata Vega,0.24827532396860438,0.7501
mn0000017929,Patti Austin,0.02335976466859899,0.9943
mn0000017930,Patti Cathcart,0.2512549260864603,0.7559
mn0000017937,Patti LuPone,0.40148852483734904,0.8757
mn0000017990,Teddy Wilson,-0.12701035140566475,0.9999
mn0000018065,Patsy Moore,0.2468590654277019,0.7469
mn0000018137,Paul Motian,-0.01591294086368224,0.9356
mn0000018176,Teddy Riley,0.5383460649087725,1
mn0000018258,Teena Marie,-0.003617005153280514,0.645
mn0000018264,Patti Labelle & the Bluebelles,0.3983122018053515,0.8731
mn0000018287,Tau Moe,0.2446336422218579,0.7495
mn0000018513,Paul Hardcastle,0.24897191857775192,0.7488
mn0000018545,Jackson MacLow,0.2519962361428217,0.7556
mn0000018549,Teengenerate,0.5683047078730522,0.9666
mn0000018560,Skold,0.24837060381473886,0.7479
mn0000018691,Paradise Lost,4.1518067974644866e-5,0.5107
mn0000018708,The Sir Douglas Quintet,0.002846962501675564,0.9652
mn0000018752,Teen Idols,-0.002636127224289424,0.7473
mn0000018753,Teenage Jesus & the Jerks,0.8750085460913248,1
mn0000018786,Tego Calderón,0.08085498973697482,0.8773
mn0000018828,Stars,0.0013310012182882016,0.7469
mn0000018835,Skip Spence,0.0067355066921713615,0.93
mn0000018862,Stars of the Lid,0.6238171826453406,0.9849
mn0000018896,Skyy,0.4013648090932803,0.878
mn0000018933,Erich Leinsdorf,0.575402048315439,0.9669
mn0000018938,Paul Mooney,0.24587786598167846,0.7441
mn0000018977,Barry Manilow,-0.0021114016192339156,0.8613
mn0000019028,Taco,0.25550471359337046,0.7534
mn0000019029,Tad,0.007696357685168443,0.9666
mn0000019133,Ambrosia,5.179272831126511e-4,0.7434
mn0000019216,Telex,-0.001805251453424178,0.6905
mn0000019241,Patty Loveless,-0.03896424696745697,0.9997
mn0000019266,Juan José Mosalini,0.25117676763069163,0.7507
mn0000019288,Amebix,0.6276624404115708,0.985
mn0000019297,America,-7.486928773213342e-4,0.6957
mn0000019325,Ambrose Thibodeaux,-0.154353340889223,0.8769
mn0000019334,Stefon Harris,0.003904881347523778,0.7543
mn0000019339,Paul Butterfield,-0.008222647305650123,0.9841
mn0000019354,Paul Kossoff,0.5008764213225888,0.9377
mn0000019362,Ambitious Lovers,0.25428422721918703,0.752
mn0000019392,...And You Will Know Us by the Trail of Dead,-8.147656654336509e-6,0.5003
mn0000019435,Shelly Manne,-0.04491204436259419,0.9802
mn0000019494,Trembling Blue Stars,1.614080317909382e-5,0.5004
mn0000019581,Tempest,0.2511680053694524,0.7519
mn0000019609,Amédé Breaux,0.24467877219187129,0.7465
mn0000019661,Telefon Tel Aviv,0.0046041220733131945,0.9791
mn0000019701,Television,-0.009609776978075798,0.9944
mn0000019740,Amerie,0.049217111320119876,0.8104
mn0000019830,Skullflower,-0.0018113235314672544,0.8069
mn0000019871,Nikita Magaloff,0.5014518141102102,0.9401
mn0000019892,Tears for Fears,-6.208420217519375e-4,0.6714
mn0000019953,Sheila E.,0.02805679186912003,0.7528
mn0000020047,Sheila Jordan,-0.005953767670668985,0.9095
mn0000020050,Ten Years After,-8.382092981460466e-4,0.817
mn0000020269,Skull Snaps,0.24938481523898895,0.7439
mn0000020278,Teddy Pendergrass,-0.02412122764554874,0.9885
mn0000020284,Tenor Saw,0.25688884779816756,0.7571
mn0000020319,Shel Silverstein,0.028561744604432816,0.8947
mn0000020403,Tennessee Ernie Ford,-0.005085025444508058,0.6395
mn0000020464,Technical Itch,0.2530190166110388,0.7521
mn0000020547,Pierre Monteux,0.39862297431590205,0.8725
mn0000020602,Trevor Bolder,0.2513732770904505,0.7473
mn0000020637,Patti Rothberg,0.39881086238445956,0.8757
mn0000020660,Paul K.,0.24808270925824283,0.7496
mn0000020740,Sizzla,-0.011869295093822571,0.9318
mn0000020760,Shelby Lynne,-0.0018773220514260796,0.8098
mn0000020762,Teo Macero,0.005387282088239613,0.771
mn0000020809,Shep & the Limelites,0.49559616361380654,0.9326
mn0000020812,Slaughter,0.009185486614588866,0.9376
mn0000020862,Paul Collins,-1.2802875556680108e-5,0.5061
mn0000020906,Shelley Berman,0.6653619741215602,0.9936
mn0000020963,Slapstick,0.40487052549068997,0.8772
mn0000020968,Starsailor,9.948207071071153e-4,0.7485
mn0000020971,Terence Blanchard,-0.0018191966795491562,0.6884
mn0000020984,Shelley Fabares,0.24431816957635513,0.7434
mn0000020992,Amon Düül,9.527544329385741e-4,0.7061
mn0000021009,Slash,0.002559944171852173,0.9081
mn0000021081,Carlos Montoya,0.2460401594604729,0.7497
mn0000021128,Trillville,-0.012638530148093277,0.8713
mn0000021209,Síntesis,0.25266313623697356,0.7496
mn0000021292,Shenandoah,-0.008828757437292823,0.6551
mn0000021328,Trial,0.2482085168993405,0.7472
mn0000021334,Stephanie Mills,0.030684243145718687,0.9794
mn0000021492,Stephen Malkmus,0.0019781761550109753,0.8785
mn0000021521,Ancient,0.2561380528185736,0.7561
mn0000021572,Paul Misraki,0.2531000600004194,0.7567
mn0000021578,Sleep,-0.005438175442426014,0.9941
mn0000021670,Tegan and Sara,0.003591840303944245,0.9685
mn0000021699,"Paul ""Wine"" Jones",0.25048467025401333,0.752
mn0000021744,Stephen Stills,-0.0012620034050210658,0.9351
mn0000021747,Chuck Mangione,0.005085313242223546,0.9396
mn0000021801,True West,4.262294302223802e-4,0.6769
mn0000022065,Amédé Ardoin,0.7487509924885158,0.9992
mn0000022069,Starz,0.24949638524925197,0.7526
mn0000022114,Tribal Drift,0.2532818434449582,0.7541
mn0000022124,Slayer,-0.03402110336595363,0.9996
mn0000022146,Triana,0.0021478273605965025,0.6862
mn0000022153,Trichy Sankaran,0.24506859905942038,0.7402
mn0000022229,Skankin' Pickle,0.4980119337552131,0.9345
mn0000022257,Patty Smyth,-0.0025502201241169105,0.7535
mn0000022258,Patty Waters,0.0013919129916537465,0.6504
mn0000022348,Patty Griffin,0.008006548413489935,0.9999
mn0000022402,Paul McCartney & Wings,0.667833576206021,0.9922
mn0000022428,Tribal Disco Noise,0.2545981612148155,0.7556
mn0000022590,Amorphis,0.5039649079689136,0.9407
mn0000022845,Sleepy John Estes,0.44959053102747437,0.9898
mn0000022875,Temple of the Dog,0.13615246749279455,0.9396
mn0000022909,Amos Larkins II,0.2510938618959346,0.7533
mn0000022927,Stephin Merritt,0.6236007346305604,0.983
mn0000022928,Steppenwolf,-0.003599186393908038,0.967
mn0000022981,Terrorizer,0.023284196415691186,0.7422
mn0000022992,Paul Winley,0.2505661581849261,0.7551
mn0000023010,Terror Squad,0.49775898480754177,0.9352
mn0000023060,Amos Garrett,-0.10149408960453496,0.7559
mn0000023123,"Paul Jackson, Jr.",0.3956563028545888,0.8723
mn0000023144,...And the Native Hipsters,0.2493269574648513,0.7475
mn0000023173,Shelleyan Orphan,-0.0014284358803999717,0.7538
mn0000023202,Stereo MC's,-0.0034976975170936744,0.6555
mn0000023254,Tõnu Kaljuste,0.25178231559577857,0.7513
mn0000023290,Slam Stewart,0.6252736409891753,0.9833
mn0000023358,Steve Albini,0.49834900309894065,0.9347
mn0000023550,Paul Revere,0.252840992695696,0.752
mn0000023566,Terje Rypdal,0.002160379401905311,0.7584
mn0000023640,Terry Jennings,8.855506305183172e-5,0.5052
mn0000023740,Vera Lynn,0.6989675859367827,0.9955
mn0000023816,Skydiggers,8.782059253324968e-4,0.7422
mn0000023906,Ted Heath,0.003550931297972518,0.7556
mn0000024087,Slam,0.011969955153383775,0.7525
mn0000024097,Skepticism,0.25550078315156505,0.7525
mn0000024102,Techno Animal,0.40448683491587795,0.8822
mn0000024113,Tripping Daisy,0.2532315104686683,0.7528
mn0000024139,Paul Rodgers,0.006935086757143623,0.8732
mn0000024166,Trinity,0.25253374182510635,0.7529
mn0000024235,Alberto Lysy,0.2504071816991759,0.7496
mn0000024246,Paul Di'Anno,-4.8777987929300655e-4,0.5111
mn0000024263,Paul Geremia,-0.024403002500626166,0.7522
mn0000024292,Gerald Moore,0.40327640292338435,0.874
mn0000024329,Amon Tobin,0.009745561795886704,0.9939
mn0000024340,Stereo Total,0.00656817464725955,0.697
mn0000024527,Shirley Brown,0.004697043243725045,0.7543
mn0000024568,Shirley Collins,0.003301775622530304,0.7603
