,ni,nj,nk,disruption,name,confidence
mn0000780005,7.0,14.0,598.0,-0.011308562197092083,LCD Soundsystem,0.8619
mn0000145128,70.0,59.0,3126.0,0.003379416282642089,Echo & the Bunnymen,0.8129
mn0000186312,19.0,2.0,43.0,0.265625,Celia Cruz,0.997
mn0000607283,20.0,19.0,384.0,0.002364066193853428,Tito Puente,0.5519
mn0000591104,15.0,6.0,52.0,0.1232876712328767,Mongo Santamaria,0.9221
mn0000288111,0.0,2.0,618.0,-0.0032258064516129032,Los Fabulosos Cadillacs,0.6722
mn0000487534,1.0,1.0,248.0,0.0,Molotov,0.5083
mn0000866786,29.0,111.0,2296.0,-0.03366174055829228,New York Dolls,1.0
mn0000128141,3.0,4.0,492.0,-0.002004008016032064,Cranes,0.5875
mn0000140499,144.0,31.0,1259.0,0.07880055788005579,Cocteau Twins,1.0
mn0000266063,5.0,14.0,681.0,-0.012857142857142857,Chris Brown,0.9293
mn0000005307,17.0,14.0,1118.0,0.0026109660574412533,Alicia Keys,0.6656
mn0000546214,21.0,14.0,1544.0,0.004433185560481318,Gwen Stefani,0.8332
mn0000113753,55.0,31.0,1070.0,0.020761245674740483,Lauryn Hill,0.9914
mn0000272689,26.0,23.0,543.0,0.005067567567567568,Lil Wayne,0.6444
mn0000617662,2.0,0.0,59.0,0.03278688524590164,Tommy McClennan,0.6735
mn0000036031,60.0,6.0,138.0,0.2647058823529412,Sonny Boy Williamson II,1.0
mn0001006782,17.0,4.0,147.0,0.07738095238095238,Sonny Boy Williamson I,0.9814
mn0000490852,2.0,5.0,866.0,-0.003436426116838488,Our Lady Peace,0.7241
mn0000037730,56.0,30.0,3778.0,0.006728778467908903,Pearl Jam,0.9947
mn0000001098,33.0,46.0,4015.0,-0.0031753786028334147,Soundgarden,0.9045
mn0000270667,11.0,13.0,2362.0,-0.0008382229673093043,Live,0.6151
mn0000007920,15.0,57.0,2520.0,-0.016203703703703703,Alice in Chains,1.0
mn0000626463,16.0,27.0,3382.0,-0.003211678832116788,Stone Temple Pilots,0.9153
mn0000219203,141.0,82.0,4184.0,0.013387792148854097,U2,0.9999
mn0000203303,1.0,5.0,300.0,-0.013071895424836602,Charles Wright,0.7898
mn0000388164,2.0,3.0,63.0,-0.014705882352941176,New Birth,0.5799
mn0000640675,23.0,64.0,294.0,-0.10761154855643044,Bud Powell,1.0
mn0000120323,149.0,73.0,212.0,0.17511520737327188,Duke Ellington,1.0
mn0000259529,90.0,17.0,392.0,0.1462925851703407,Lester Young,1.0
mn0000551815,33.0,34.0,812.0,-0.0011376564277588168,Gil Evans,0.5479
mn0000345427,7.0,5.0,2322.0,0.000856898029134533,Roy Harper,0.6401
mn0000234325,32.0,37.0,356.0,-0.011764705882352941,Loretta Lynn,0.6972
mn0000175286,41.0,43.0,742.0,-0.002421307506053269,Dolly Parton,0.5695
mn0000073421,22.0,28.0,2959.0,-0.0019940179461615153,The Clean,0.7636
mn0000452088,7.0,7.0,17.0,0.0,Red Norvo,0.5022
mn0000758915,2.0,0.0,179.0,0.011049723756906077,Ayumi Hamasaki,0.6673
mn0000367877,3.0,2.0,258.0,0.0038022813688212928,Seiko Matsuda,0.5759
mn0000184811,7.0,23.0,1305.0,-0.01198501872659176,Erasure,0.988
mn0000228058,4.0,1.0,1095.0,0.0027272727272727275,Lonnie Liston Smith,0.7317
mn0001407982,1.0,0.0,154.0,0.0064516129032258064,Jamie Woon,0.584
mn0000409670,2.0,3.0,2652.0,-0.0003763643206624012,Melanie,0.5866
mn0000574423,2.0,1.0,1620.0,0.0006161429451632779,High Rise,0.5832
mn0000695822,11.0,3.0,1816.0,0.004371584699453552,The Flower Travellin' Band,0.9178
mn0000672011,29.0,41.0,2913.0,-0.004022795843110962,Hawkwind,0.9007
mn0001890518,8.0,2.0,559.0,0.01054481546572935,Les Rallizes Dénudés,0.8737
mn0000806829,35.0,38.0,3050.0,-0.0009606147934678194,Jane's Addiction,0.6177
mn0000745964,68.0,33.0,1280.0,0.025343953656770456,The Allman Brothers Band,0.9994
mn0000355208,1.0,0.0,116.0,0.008547008547008548,Porno for Pyros,0.5871
mn0000240665,70.0,61.0,4071.0,0.002141837220371252,Jeff Buckley,0.772
mn0000260212,16.0,39.0,1389.0,-0.01592797783933518,Pet Shop Boys,0.9956
mn0000926307,11.0,7.0,1624.0,0.00243605359317905,This Mortal Coil,0.7459
mn0000418519,1.0,2.0,343.0,-0.002890173410404624,Mingus Big Band,0.5907
mn0000744232,0.0,1.0,58.0,-0.01694915254237288,T.S. Monk,0.5917
mn0000680003,2.0,20.0,860.0,-0.02040816326530612,Woody Shaw,0.9984
mn0000180228,223.0,76.0,759.0,0.1389413988657845,Elvis Presley,1.0
mn0000628042,2.0,0.0,158.0,0.0125,"Stock, Aitken & Waterman",0.6691
mn0000660507,64.0,29.0,1193.0,0.027216174183514776,Giorgio Moroder,0.9994
mn0000086927,10.0,6.0,730.0,0.005361930294906166,Kelly Clarkson,0.7519
mn0000472102,8.0,2.0,202.0,0.02830188679245283,Taylor Swift,0.861
mn0000769638,1.0,0.0,318.0,0.003134796238244514,Idina Menzel,0.5822
mn0000186185,30.0,11.0,748.0,0.024081115335868188,Céline Dion,0.9932
mn0000326038,2.0,0.0,12.0,0.14285714285714285,Peter Lang,0.6735
mn0000830321,11.0,4.0,223.0,0.029411764705882353,Robbie Basho,0.8861
mn0000330952,4.0,1.0,113.0,0.025423728813559324,Peter Walker,0.7269
mn0000814036,16.0,19.0,2322.0,-0.0012728044123886295,Davy Graham,0.665
mn0000295213,2.0,6.0,66.0,-0.05405405405405406,Sandy Bull,0.7816
mn0000756656,30.0,21.0,290.0,0.026392961876832845,Bert Jansch,0.8656
mn0000045077,9.0,14.0,384.0,-0.012285012285012284,Leo Kottke,0.7824
mn0000192925,5.0,8.0,283.0,-0.010135135135135136,John Renbourn,0.7014
mn0000680476,9.0,16.0,1828.0,-0.0037776578521316784,Hole,0.8507
mn0000418662,18.0,11.0,3406.0,0.0020378457059679767,The Psychedelic Furs,0.8481
mn0000019701,44.0,71.0,2699.0,-0.009594882729211088,Television,0.991
mn0000553483,17.0,26.0,2658.0,-0.0033320992225101815,Happy Mondays,0.8725
mn0000793456,4.0,0.0,368.0,0.010752688172043012,Electronic,0.7984
mn0000493327,23.0,27.0,2703.0,-0.001452960406828914,They Might Be Giants,0.6845
mn0000808336,16.0,17.0,2524.0,-0.00039108330074305825,Ryan Adams,0.5598
mn0000248452,3.0,0.0,14.0,0.17647058823529413,Johnny Pacheco,0.7326
mn0000600775,15.0,0.0,0.0,1.0,Arsenio Rodríguez,0.9955
mn0000317093,54.0,41.0,547.0,0.020249221183800622,Nat King Cole,0.8867
mn0000927555,82.0,71.0,713.0,0.012702078521939953,Aretha Franklin,0.7975
mn0000411761,71.0,53.0,622.0,0.024128686327077747,Nina Simone,0.9337
mn0000312540,4.0,5.0,66.0,-0.013333333333333334,Martha Reeves,0.5706
mn0000040225,23.0,17.0,554.0,0.010101010101010102,Gladys Knight,0.7826
mn0000256349,16.0,33.0,326.0,-0.04533333333333334,Peggy Lee,0.9801
mn0000059819,4.0,6.0,623.0,-0.00315955766192733,Betty Wright,0.6552
mn0000097182,2.0,5.0,895.0,-0.0033259423503325942,Christy Moore,0.7191
mn0000359732,1.0,0.0,5.0,0.16666666666666666,Karen Tweed,0.5891
mn0000745241,6.0,1.0,2250.0,0.002215330084182543,Status Quo,0.8347
mn0000824022,102.0,16.0,232.0,0.24571428571428572,Little Richard,1.0
mn0000489303,86.0,64.0,684.0,0.026378896882494004,The Yardbirds,0.9567
mn0000838524,2.0,3.0,1122.0,-0.0008873114463176575,Savoy Brown,0.5741
mn0000098189,14.0,26.0,444.0,-0.024793388429752067,Kitty Wells,0.9445
mn0000200882,5.0,5.0,747.0,0.0,Gene Pitney,0.4966
mn0000538677,72.0,76.0,709.0,-0.004667444574095682,Buddy Holly,0.6193
mn0000308742,5.0,5.0,1415.0,0.0,Julian Cope,0.4967
mn0000189831,1.0,2.0,217.0,-0.004545454545454545,John Taylor,0.5812
mn0000066570,19.0,30.0,753.0,-0.01371571072319202,Keith Jarrett,0.9137
mn0000837985,1.0,3.0,253.0,-0.007782101167315175,Sawyer Brown,0.6639
mn0000936206,9.0,27.0,339.0,-0.048,Alabama,0.993
mn0000887348,11.0,1.0,127.0,0.07194244604316546,The Oak Ridge Boys,0.9635
mn0000073906,3.0,0.0,196.0,0.01507537688442211,Gatlin Brothers,0.7316
mn0000806247,5.0,8.0,1520.0,-0.0019569471624266144,Charlie Daniels,0.7076
mn0000144847,36.0,41.0,2670.0,-0.0018201674554058974,Eagles,0.695
mn0000052382,9.0,4.0,1991.0,0.00249500998003992,The Marshall Tucker Band,0.816
mn0000850692,11.0,19.0,2793.0,-0.0028338646829613886,Jethro Tull,0.8679
mn0000076057,70.0,79.0,3008.0,-0.0028508077288565093,King Crimson,0.753
mn0000282304,13.0,4.0,125.0,0.06338028169014084,Robert Nighthawk,0.935
mn0000833738,9.0,3.0,256.0,0.022388059701492536,"Robert Lockwood, Jr.",0.8571
mn0000292915,47.0,4.0,1315.0,0.0314787701317716,Robert Wyatt,1.0
mn0000406733,6.0,2.0,99.0,0.037383177570093455,Meredith Monk,0.7815
mn0000750519,47.0,34.0,528.0,0.021346469622331693,Terry Riley,0.902
mn0000785773,13.0,11.0,2444.0,0.0008103727714748784,Laurie Anderson,0.6181
mn0000475362,33.0,15.0,901.0,0.018967334035827187,Arthur Russell,0.9868
mn0000296815,5.0,8.0,1199.0,-0.0024752475247524753,Linda Perhacs,0.7087
mn0000812051,3.0,0.0,413.0,0.007211538461538462,David Toop,0.7424
mn0000198187,2.0,0.0,0.0,1.0,Graeme Revell,0.6631
mn0000162762,51.0,22.0,83.0,0.1858974358974359,Fats Waller,0.9991
mn0000455522,31.0,9.0,184.0,0.09821428571428571,Earl Hines,0.9974
mn0000234518,137.0,57.0,85.0,0.2867383512544803,Louis Armstrong,1.0
mn0000594665,49.0,10.0,314.0,0.10455764075067024,Diana Ross,1.0
mn0000096379,32.0,21.0,282.0,0.03283582089552239,Boyz II Men,0.9005
mn0000820434,56.0,34.0,589.0,0.03240058910162003,Whitney Houston,0.9831
mn0000262255,34.0,60.0,651.0,-0.0348993288590604,Mariah Carey,0.9934
mn0000935739,5.0,3.0,718.0,0.0027548209366391185,Musiq Soulchild,0.6549
mn0000208774,40.0,39.0,1180.0,0.0007942811755361397,Janet Jackson,0.5385
mn0000105685,1.0,1.0,784.0,0.0,Krokus,0.5056
mn0000199995,40.0,44.0,2012.0,-0.0019083969465648854,Genesis,0.652
mn0000246611,63.0,79.0,2457.0,-0.0061562139284340135,Judas Priest,0.8921
mn0000835648,4.0,15.0,2762.0,-0.003955411722402014,Uriah Heep,0.9611
mn0000408696,13.0,44.0,4259.0,-0.007182576459684893,Mercury Rev,0.9996
mn0000485204,1.0,0.0,730.0,0.0013679890560875513,Ingrid Michaelson,0.5838
mn0000775877,59.0,58.0,2737.0,0.000350385423966363,Coldplay,0.521
mn0000056358,29.0,26.0,2143.0,0.001364877161055505,Magnetic Fields,0.6322
mn0000169795,18.0,20.0,1846.0,-0.0010615711252653928,Fiona Apple,0.5971
mn0000884686,2.0,8.0,1280.0,-0.004651162790697674,Norah Jones,0.8688
mn0000029086,23.0,45.0,643.0,-0.030942334739803096,Snoop Dogg,0.9916
mn0000001241,1.0,6.0,686.0,-0.007215007215007215,Spearhead,0.8342
mn0000826762,3.0,11.0,642.0,-0.012195121951219513,Digable Planets,0.9208
mn0000599732,1.0,7.0,623.0,-0.009508716323296355,Arrested Development,0.8738
mn0000658346,32.0,16.0,1427.0,0.010847457627118645,Gil Scott-Heron,0.9761
mn0000651107,11.0,7.0,1488.0,0.0026560424966799467,Marianne Faithfull,0.7483
mn0000681154,11.0,5.0,1543.0,0.003848620910840282,Yeah Yeah Yeahs,0.8367
mn0000756180,7.0,16.0,1765.0,-0.0050335570469798654,Sinéad O'Connor,0.9244
mn0000012972,2.0,0.0,1646.0,0.0012135922330097086,TV on the Radio,0.6777
mn0000123007,3.0,9.0,2476.0,-0.002411575562700965,The Dickies,0.8591
mn0000076055,17.0,32.0,1701.0,-0.008571428571428572,Germs,0.9672
mn0000206407,45.0,41.0,1040.0,0.003552397868561279,Descendents,0.6537
mn0000927373,7.0,9.0,813.0,-0.0024125452352231603,Adolescents,0.631
mn0000787553,1.0,0.0,110.0,0.009009009009009009,Barbara Lea,0.5873
mn0000177366,1.0,1.0,396.0,0.0,Carol Sloane,0.5064
mn0000582613,1.0,0.0,338.0,0.0029498525073746312,Dave Frishberg,0.5854
mn0000067528,2.0,3.0,877.0,-0.0011337868480725624,Bob Dorough,0.5818
mn0000106589,1.0,1.0,89.0,0.0,Jackie & Roy,0.5025
mn0000754075,15.0,1.0,441.0,0.030634573304157548,Surgeon,0.9922
mn0000852007,36.0,34.0,623.0,0.002886002886002886,Roy Orbison,0.5897
mn0000077870,17.0,10.0,498.0,0.013333333333333334,Bill Haley,0.8492
mn0000046699,55.0,40.0,966.0,0.01413760603204524,The Everly Brothers,0.9209
mn0000627337,1.0,4.0,313.0,-0.009433962264150943,Tommy Roe,0.7294
mn0000194018,6.0,7.0,947.0,-0.0010416666666666667,Del Shannon,0.5789
mn0000498577,0.0,7.0,3292.0,-0.002121855107608366,Adrian Belew,0.922
mn0000127337,0.0,10.0,2586.0,-0.003852080123266564,Be Bop Deluxe,0.9717
mn0000359016,10.0,18.0,2525.0,-0.003133568350959655,Richard Thompson,0.8758
mn0000178916,11.0,6.0,1918.0,0.002583979328165375,Fred Frith,0.7974
mn0000138699,151.0,42.0,1490.0,0.0647653000594177,Frank Zappa,1.0
mn0000803003,7.0,7.0,1674.0,0.0,Flying Saucer Attack,0.4967
mn0000145443,1.0,0.0,2.0,0.3333333333333333,Fito Olivares,0.602
mn0000485991,3.0,0.0,166.0,0.01775147928994083,Mike Laure,0.7363
mn0000686873,1.0,4.0,7.0,-0.25,Willie Mae Ford Smith,0.7278
mn0000195171,1.0,5.0,80.0,-0.046511627906976744,Dorothy Love Coates,0.7879
mn0000668448,8.0,11.0,240.0,-0.011583011583011582,James Cleveland,0.6862
mn0000293583,2.0,2.0,270.0,0.0,Sally Barker,0.5033
mn0000817000,6.0,3.0,185.0,0.015463917525773196,Johnny Ace,0.7196
mn0000599138,12.0,4.0,112.0,0.0625,Arizona Dranes,0.9088
mn0000778344,4.0,4.0,307.0,0.0,LaVern Baker,0.4978
mn0000271029,5.0,5.0,392.0,0.0,Esther Phillips,0.5004
mn0000485191,40.0,17.0,1615.0,0.01375598086124402,The Pastels,0.9948
mn0000086312,3.0,9.0,998.0,-0.005940594059405941,The Judds,0.8542
mn0000300959,6.0,1.0,205.0,0.02358490566037736,Ruins,0.8343
mn0000664771,3.0,4.0,1494.0,-0.0006662225183211193,Harry Pussy,0.5852
mn0000002330,5.0,7.0,2037.0,-0.0009760858955588092,Sergio Mendes,0.6428
mn0000954817,3.0,4.0,110.0,-0.008547008547008548,Marcos Valle,0.5819
mn0000607202,28.0,21.0,3482.0,0.0019824412347776836,Air,0.804
mn0000180023,28.0,31.0,2135.0,-0.0013673655423883319,Tortoise,0.6386
mn0000664459,6.0,8.0,359.0,-0.005361930294906166,Da Brat,0.6322
mn0000028316,2.0,0.0,133.0,0.014814814814814815,Slim Smith,0.6728
mn0000248392,30.0,28.0,485.0,0.003683241252302026,Wes Montgomery,0.5947
mn0000753985,0.0,5.0,104.0,-0.045871559633027525,Steve Lawrence,0.8494
mn0000162677,64.0,54.0,407.0,0.01904761904761905,Dizzy Gillespie,0.8069
mn0000678009,20.0,5.0,77.0,0.14705882352941177,Henry Mancini,0.9898
mn0000181694,7.0,0.0,28.0,0.2,Carmen Miranda,0.9156
mn0000629564,74.0,103.0,3336.0,-0.00825505266154284,Buzzcocks,0.9827
mn0000753617,3.0,9.0,1814.0,-0.0032858707557502738,The Adverts,0.8562
mn0000487111,8.0,5.0,1221.0,0.0024311183144246355,Oblivians,0.7101
mn0000490620,2.0,6.0,2708.0,-0.0014727540500736377,The Real Kids,0.7807
mn0000751910,5.0,19.0,1322.0,-0.010401188707280832,Testament,0.9828
mn0000579839,11.0,15.0,833.0,-0.004656577415599534,Suicidal Tendencies,0.7259
mn0000167320,4.0,9.0,701.0,-0.0070028011204481795,Fear Factory,0.813
mn0000005441,30.0,69.0,1158.0,-0.031026252983293555,Pantera,0.9998
mn0000625278,10.0,8.0,2018.0,0.0009823182711198428,Broken Social Scene,0.6237
mn0000687487,64.0,38.0,2838.0,0.008843537414965987,Yo La Tengo,0.9906
mn0000005251,48.0,56.0,2137.0,-0.0035698348951361,Spacemen 3,0.7645
mn0000268990,12.0,6.0,1583.0,0.0037476577139287947,Luna,0.8389
mn0000493848,72.0,43.0,1047.0,0.02495697074010327,Aphex Twin,0.9942
mn0000831104,32.0,36.0,1779.0,-0.002165674066053059,Juan Atkins,0.6614
mn0000926428,3.0,9.0,2820.0,-0.00211864406779661,Thomas Dolby,0.8654
mn0000489520,17.0,2.0,1648.0,0.008998200359928014,Mike Oldfield,0.9912
mn0000587608,12.0,3.0,1128.0,0.007874015748031496,Ryuichi Sakamoto,0.94
mn0000930204,7.0,10.0,1463.0,-0.002027027027027027,The Art of Noise,0.6917
mn0000402976,7.0,7.0,1122.0,0.0,Meat Beat Manifesto,0.4973
mn0000748994,4.0,8.0,467.0,-0.008350730688935281,Trick Daddy,0.7633
mn0000725333,2.0,1.0,192.0,0.005128205128205128,Yung Joc,0.5876
mn0003264096,3.0,1.0,229.0,0.008583690987124463,Boosie Badazz,0.663
mn0000477875,34.0,9.0,435.0,0.05230125523012552,The Supremes,0.9994
mn0000757622,1.0,0.0,37.0,0.02631578947368421,Sinbad,0.5826
mn0000073383,4.0,3.0,688.0,0.0014388489208633094,The Gap Band,0.5702
mn0000025778,6.0,1.0,408.0,0.012048192771084338,Slave,0.84
mn0000373592,3.0,1.0,421.0,0.004705882352941176,Nate Dogg,0.6617
mn0000748421,3.0,0.0,3605.0,0.0008314855875831486,Trey Anastasio,0.7404
mn0000146544,14.0,12.0,512.0,0.0037174721189591076,Eddie Van Halen,0.6121
mn0000655353,0.0,1.0,1402.0,-0.0007127583749109052,Gwendolyn,0.5834
mn0000099561,50.0,23.0,2156.0,0.012113055181695828,The Incredible String Band,0.9976
mn0000416785,7.0,0.0,12.0,0.3684210526315789,Nino Rota,0.915
mn0000170369,38.0,53.0,2934.0,-0.0049586776859504135,Lynyrd Skynyrd,0.9237
mn0000554963,6.0,4.0,992.0,0.001996007984031936,Harry Chapin,0.6385
mn0000255964,4.0,2.0,170.0,0.011363636363636364,Little Brother,0.6509
mn0000026504,9.0,4.0,325.0,0.014792899408284023,Slum Village,0.8113
mn0000228027,36.0,9.0,477.0,0.05172413793103448,Jeff Mills,0.9998
mn0000355386,14.0,3.0,839.0,0.012850467289719626,Plastikman,0.9667
mn0000243012,2.0,3.0,1678.0,-0.0005941770647653001,Rockpile,0.5872
mn0000473468,0.0,1.0,241.0,-0.004132231404958678,Rhino Bucket,0.5799
mn0000540883,31.0,56.0,3806.0,-0.006421782686873876,Guns N' Roses,0.9924
mn0000046422,5.0,1.0,730.0,0.005434782608695652,Angus Young,0.7818
mn0002303919,1.0,0.0,973.0,0.001026694045174538,Private Eleanor,0.581
mn0000451296,20.0,22.0,2103.0,-0.0009324009324009324,Red House Painters,0.5938
mn0000171637,13.0,17.0,237.0,-0.0149812734082397,Duane Eddy,0.7164
mn0000750456,3.0,4.0,1149.0,-0.0008650519031141869,Paul Revere & the Raiders,0.5876
mn0000921965,11.0,30.0,461.0,-0.037848605577689244,The Ventures,0.9934
mn0000198512,4.0,1.0,4.0,0.3333333333333333,Edvard Grieg,0.7319
mn0000958980,29.0,0.0,11.0,0.725,Richard Wagner,1.0
mn0000247065,2.0,0.0,2222.0,0.0008992805755395684,Destroyer,0.6694
mn0000031606,10.0,10.0,2059.0,0.0,Smog,0.4932
mn0000574540,7.0,0.0,7.0,0.5,The Spinanes,0.9137
mn0000225930,20.0,12.0,2450.0,0.0032232070910556,Liz Phair,0.8676
mn0000839504,13.0,2.0,1972.0,0.0055359838953195776,Juliana Hatfield,0.9705
mn0000610346,20.0,5.0,2992.0,0.004971826317533974,Aimee Mann,0.9888
mn0000952786,7.0,10.0,942.0,-0.0031282586027111575,Goldfrapp,0.695
mn0000602859,5.0,8.0,2963.0,-0.0010080645161290322,The Afghan Whigs,0.7052
mn0000312353,4.0,9.0,2621.0,-0.0018982536066818527,Screaming Trees,0.81
mn0000597965,20.0,9.0,189.0,0.05045871559633028,Archers of Loaf,0.9433
mn0000229157,12.0,6.0,1329.0,0.004454342984409799,Magazine,0.833
mn0000315118,12.0,2.0,524.0,0.01858736059479554,Pylon,0.9628
mn0000232554,5.0,0.0,239.0,0.020491803278688523,Madder Rose,0.8415
mn0001935789,1.0,0.0,364.0,0.0027397260273972603,Sennen,0.582
mn0000555075,3.0,0.0,8.0,0.2727272727272727,Skream,0.7416
mn0000483848,4.0,3.0,275.0,0.0035460992907801418,The Vibrators,0.5811
mn0000147635,5.0,9.0,2289.0,-0.0017368649587494573,Carly Simon,0.7609
mn0000686897,18.0,25.0,2634.0,-0.002614867388868136,Linda Ronstadt,0.819
mn0000174557,77.0,11.0,657.0,0.08859060402684564,Carole King,1.0
mn0000492670,6.0,0.0,30.0,0.16666666666666666,Monty Python,0.8833
mn0000151979,4.0,7.0,1718.0,-0.001735106998264893,Bay City Rollers,0.7051
mn0000343940,27.0,13.0,552.0,0.02364864864864865,Ray Brown,0.9658
mn0002683580,1.0,0.0,426.0,0.00234192037470726,Doug Hream Blunt,0.5813
mn0000945196,2.0,0.0,2191.0,0.0009119927040583675,Gerry Rafferty,0.6732
mn0000149515,5.0,8.0,3056.0,-0.0009775171065493646,Joe Cocker,0.6977
mn0000198480,20.0,28.0,2420.0,-0.0032414910858995136,Cat Stevens,0.8371
mn0000520975,5.0,7.0,1484.0,-0.001336898395721925,Tommy James & the Shondells,0.6446
mn0000422405,73.0,126.0,3860.0,-0.013057403301305741,The Replacements,0.9999
mn0000154998,30.0,23.0,1770.0,0.0038398244651673065,Bauhaus,0.7901
mn0000296903,5.0,9.0,1955.0,-0.002031488065007618,Love and Rockets,0.7584
mn0000758444,21.0,48.0,3865.0,-0.0068632435180477885,Blur,0.9981
mn0000011052,1.0,1.0,146.0,0.0,Tracy Byrd,0.5096
mn0000300749,2.0,0.0,504.0,0.003952569169960474,Sammy Kershaw,0.6668
mn0000214162,11.0,18.0,696.0,-0.009655172413793104,Vince Gill,0.8484
mn0000605375,17.0,15.0,588.0,0.0032258064516129032,Alan Jackson,0.6028
mn0000396676,20.0,19.0,676.0,0.0013986013986013986,Randy Travis,0.5496
mn0000207127,2.0,2.0,2089.0,0.0,Ricky Van Shelton,0.4875
mn0000015318,7.0,9.0,653.0,-0.0029895366218236174,Travis Tritt,0.6385
mn0000792370,4.0,19.0,693.0,-0.02094972067039106,Clint Black,0.9911
mn0000798248,22.0,36.0,1111.0,-0.011976047904191617,Garth Brooks,0.9451
mn0000807317,0.0,2.0,1195.0,-0.001670843776106934,Joe Perry,0.6758
mn0000187478,38.0,29.0,1552.0,0.005558987029030266,Eric Clapton,0.8327
mn0000950956,16.0,6.0,79.0,0.09900990099009901,Gorilla Biscuits,0.9396
mn0000574102,18.0,12.0,2363.0,0.0025073129962390303,Dashboard Confessional,0.8057
mn0000319089,3.0,1.0,1960.0,0.0010183299389002036,Mary Lou Lord,0.6663
mn0000181145,3.0,2.0,1314.0,0.000758150113722517,Victoria Williams,0.582
mn0000120953,7.0,12.0,2678.0,-0.0018539117538005192,Cowboy Junkies,0.7951
mn0000280960,0.0,2.0,1388.0,-0.0014388489208633094,Lone Justice,0.6652
mn0000381371,6.0,3.0,691.0,0.004285714285714286,Neko Case,0.7129
mn0000030431,31.0,33.0,1917.0,-0.0010095911155981827,Slowdive,0.5856
mn0000310087,17.0,21.0,938.0,-0.004098360655737705,Jungle Brothers,0.6934
mn0000237949,5.0,10.0,415.0,-0.011627906976744186,Main Source,0.7968
mn0000142704,3.0,2.0,305.0,0.0032258064516129032,The Disposable Heroes of Hiphoprisy,0.5757
mn0000090018,28.0,1.0,530.0,0.04830053667262969,The Last Poets,1.0
mn0000750330,18.0,17.0,272.0,0.003257328990228013,Stetsasonic,0.5495
mn0000933772,10.0,14.0,568.0,-0.006756756756756757,Brand Nubian,0.7284
mn0000071970,39.0,1.0,901.0,0.040382571732199786,The J.B.'s,1.0
mn0000193601,23.0,34.0,318.0,-0.029333333333333333,Gang Starr,0.8975
mn0001458869,2.0,0.0,0.0,1.0,Charles Rosen,0.66
mn0000936190,21.0,5.0,2604.0,0.006083650190114068,Stevie Nicks,0.9917
mn0000162269,7.0,16.0,575.0,-0.015050167224080268,Faith Hill,0.92
mn0000161808,17.0,18.0,557.0,-0.0016891891891891893,Shania Twain,0.5543
mn0000780258,28.0,33.0,795.0,-0.005841121495327103,Christina Aguilera,0.7174
mn0000673933,3.0,3.0,599.0,0.0,Mandy Moore,0.492
mn0000029791,10.0,11.0,2833.0,-0.000350385423966363,Paul Weller,0.5675
mn0000820195,20.0,0.0,5.0,0.8,Whitehouse,0.9997
mn0000169341,5.0,0.0,22.0,0.18518518518518517,Luther Campbell,0.8422
mn0000066743,11.0,7.0,91.0,0.03669724770642202,The Fat Boys,0.7439
mn0000045590,4.0,3.0,473.0,0.0020833333333333333,Blowfly,0.5733
mn0000045429,1.0,0.0,5.0,0.16666666666666666,Marie-Claire Alain,0.5784
mn0000018786,2.0,0.0,20.0,0.09090909090909091,Tego Calderón,0.6659
mn0000264350,3.0,4.0,26.0,-0.030303030303030304,Sean Paul,0.5897
mn0000672553,1.0,0.0,163.0,0.006097560975609756,Mangu,0.5835
mn0000089018,7.0,14.0,3390.0,-0.0020521841102316037,The Jayhawks,0.8615
mn0000025857,2.0,2.0,36.0,0.0,Shep Pettibone,0.4889
mn0000245504,1.0,3.0,34.0,-0.05263157894736842,Dennis Miller,0.6615
mn0000345700,1.0,1.0,39.0,0.0,Roseanne Barr,0.4965
mn0000077267,1.0,10.0,65.0,-0.11842105263157894,Bill Hicks,0.9495
mn0000136045,3.0,2.0,0.0,0.2,Joan Rivers,0.5881
mn0000115739,1.0,4.0,73.0,-0.038461538461538464,Chris Rock,0.732
mn0000295415,12.0,14.0,41.0,-0.029850746268656716,Richard Pryor,0.6159
mn0000110161,3.0,6.0,2477.0,-0.0012067578439259854,Chicago,0.7076
mn0000845662,11.0,11.0,831.0,0.0,Jill Scott,0.4994
mn0001041581,1.0,0.0,1325.0,0.0007541478129713424,Nickel Eye,0.59
mn0000902138,3.0,3.0,2511.0,0.0,20/20,0.4956
mn0000390239,2.0,2.0,431.0,0.0,Michael Brecker,0.4978
mn0000250435,5.0,38.0,1027.0,-0.0308411214953271,Wayne Shorter,1.0
mn0000642196,1.0,6.0,806.0,-0.006150061500615006,George Coleman,0.8359
mn0000139804,8.0,14.0,639.0,-0.009077155824508321,Joe Henderson,0.8187
mn0000304284,2.0,3.0,20.0,-0.04,Junior Walker,0.575
mn0000003952,1.0,0.0,62.0,0.015873015873015872,Serge Lama,0.5822
mn0000121590,42.0,20.0,815.0,0.02508551881413911,Jacques Brel,0.9938
mn0000366164,18.0,17.0,1016.0,0.0009514747859181732,Rick James,0.5539
mn0000198922,1.0,4.0,155.0,-0.01875,Esquerita,0.729
mn0000485791,26.0,19.0,1880.0,0.0036363636363636364,Wipers,0.8099
mn0000737770,2.0,0.0,191.0,0.010362694300518135,Donald Lawrence,0.6656
mn0000083095,9.0,5.0,1032.0,0.0038240917782026767,Kirk Franklin,0.7567
mn0000031263,11.0,10.0,225.0,0.0040650406504065045,Andraé Crouch,0.5609
